"id","name","time_parameter","binsize_minutes","stream_type","stream_content","description"
"492","dosta_abcdjm_sio_instrument","7","20160","Science","Data Products","Science Data Products"
"493","dosta_abcdjm_sio_instrument_recovered","7","20160","Science","Data Products","Science Data Products"
"494","dosta_abcdjm_sio_metadata","7","20160","Engineering","Metadata","Engineering Metadata"
"495","dosta_abcdjm_sio_metadata_recovered","7","20160","Engineering","Metadata","Engineering Metadata"
"496","dosta_ln_wfp_instrument_recovered","7","20160","Science","Data Products","Science Data Products"
"498","flcdr_x_mmp_cds_instrument","7","1440","Science","Data Products","Science Data Products"
"499","flntu_x_mmp_cds_instrument","7","1440","Science","Data Products","Science Data Products"
"500","flord_l_wfp_instrument_recovered","7","20160","Science","Data Products","Science Data Products"
"502","flort_dj_cspp_instrument","7","20160","Science","CSPP Data Products","Science CSPP Data Products"
"503","flort_dj_cspp_instrument_recovered","7","20160","Science","CSPP Data Products","Science CSPP Data Products"
"504","flort_dj_cspp_metadata","7","20160","Engineering","Metadata","Engineering Metadata"
"505","flort_dj_cspp_metadata_recovered","7","20160","Engineering","Metadata","Engineering Metadata"
"506","cg_cpm_eng_cpm","7","20160","Engineering","CPM Controller Status Data","Engineering CPM Controller Status Data"
"507","cg_cpm_eng_cpm_recovered","7","20160","Engineering","CPM Controller Status Data","Engineering CPM Controller Status Data"
"508","nutnr_b_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"509","nutnr_b_metadata_recovered","7","10080","Engineering","Metadata","Engineering Metadata"
"510","ctdmo_ghqr_sio_mule_instrument","7","20160","Science","Glider Mule Data Products","Science Glider Mule Data Products"
"511","ctdmo_ghqr_sio_offset","7","20160","Engineering","Glider Mule Offset Data","Engineering Glider Mule Offset Data"
"512","vel3d_l_wfp_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"513","vel3d_l_wfp_metadata_recovered","7","20160","Engineering","Metadata","Engineering Metadata"
"514","dpc_ctd_instrument","7","1440","Science","Data Products",NULL
"515","dpc_ctd_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"516","dpc_flnturtd_instrument","7","1440","Science","Data Products",NULL
"517","dpc_flnturtd_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"518","dpc_flcdrtd_instrument","7","1440","Science","Data Products",NULL
"519","dpc_flcdrtd_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"520","dpc_acm_instrument","7","1440","Science","Data Products",NULL
"521","dpc_acm_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"522","dpc_optode_instrument","7","1440","Science","Data Products",NULL
"523","dpc_optode_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"524","dpc_acs_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"526","velpt_ab_instrument_metadata_recovered","7","20160","Engineering","Instrument Metadata","Engineering Instrument Metadata"
"527","velpt_ab_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"528","velpt_ab_diagnostics_metadata_recovered","7","20160","Engineering","Instrument Diagnostics Metadata","Engineering Instrument Diagnostics Metadata"
"529","velpt_ab_diagnostics_recovered","7","1440","Engineering","Instrument Diagnostics Data","Engineering Instrument Diagnostics Data"
"530","vel3d_a_mmp_cds_instrument","7","1440",NULL,NULL,NULL
"531","optaa_ac_mmp_cds_instrument","7","1440","Science","Data Products","Science Data Products"
"532","cg_dcl_eng_dcl_msg_counts","7","20160","Engineering","Message Counts Data","Engineering Message Counts Data"
"533","cg_dcl_eng_dcl_msg_counts_recovered","7","20160","Engineering","Message Counts Data","Engineering Message Counts Data"
"534","cg_dcl_eng_dcl_cpu_uptime","7","20160","Engineering","CPU Uptime Data","Engineering CPU Uptime Data"
"535","cg_dcl_eng_dcl_cpu_uptime_recovered","7","20160","Engineering","CPU Uptime Data","Engineering CPU Uptime Data"
"536","cg_dcl_eng_dcl_error","7","20160","Engineering","Error Data","Engineering Error Data"
"537","cg_dcl_eng_dcl_error_recovered","7","20160","Engineering","Error Data","Engineering Error Data"
"538","cg_dcl_eng_dcl_gps","7","20160","Engineering","GPS Data","Engineering GPS Data"
"539","cg_dcl_eng_dcl_gps_recovered","7","20160","Engineering","GPS Data","Engineering GPS Data"
"540","cg_dcl_eng_dcl_pps","7","20160","Engineering","Pulse Data","Engineering Pulse Data"
"541","cg_dcl_eng_dcl_pps_recovered","7","20160","Engineering","Pulse Data","Engineering Pulse Data"
"542","cg_dcl_eng_dcl_superv","7","20160","Engineering","Leak Detect Data","Engineering Leak Detect Data"
"543","cg_dcl_eng_dcl_superv_recovered","7","20160","Engineering","Leak Detect Data","Engineering Leak Detect Data"
"544","cg_dcl_eng_dcl_dlog_mgr","7","20160","Engineering","Data Log Manager","Engineering Data Log Manager"
"545","cg_dcl_eng_dcl_dlog_mgr_recovered","7","20160","Engineering","Data Log Manager","Engineering Data Log Manager"
"546","cg_dcl_eng_dcl_dlog_status","7","20160","Engineering","Data Logger Status","Engineering Data Logger Status"
"547","cg_dcl_eng_dcl_dlog_status_recovered","7","20160","Engineering","Data Logger Status","Engineering Data Logger Status"
"548","cg_dcl_eng_dcl_dlog_aarm","7","20160","Engineering","Accelerometer Data","Engineering Accelerometer Data"
"549","cg_dcl_eng_dcl_dlog_aarm_recovered","7","20160","Engineering","Accelerometer Data","Engineering Accelerometer Data"
"550","cg_dcl_eng_dcl_status","7","20160","Engineering","DCL Status Data","Engineering DCL Status Data"
"551","cg_dcl_eng_dcl_status_recovered","7","20160","Engineering","DCL Status Data","Engineering DCL Status Data"
"552","adcpt_m_instrument_log9_recovered","7","1440","Science","LOG9 Data Products","Science LOG9 Data Products"
"553","adcpt_m_instrument_dspec_recovered","7","1440","Science","Directional Wave Spectra Data","Science Directional Wave Spectra Data"
"554","adcpt_m_instrument_fcoeff_recovered","7","1440","Science","F Coefficient Data","Science F Coefficient Data"
"555","adcpt_m_wvs_recovered","7","1440","Science","Wave Data Products","Science Wave Data Products"
"556","dpc_mmp_instrument","7","1440","Engineering","Data",NULL
"557","dpc_mmp_instrument_recovered","7","1440","Engineering","Data","Engineering Data"
"558","flort_dj_sio_instrument","7","1440","Science","Data Products","Science Data Products"
"559","flort_dj_sio_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"560","pco2w_abc_imodem_instrument","7","20160","Science","Data Products (Inductive Modem)","Science Data Products (Inductive Modem)"
"561","pco2w_abc_imodem_instrument_recovered","7","1440","Science","Data Products (Inductive Modem)","Science Data Products (Inductive Modem)"
"562","pco2w_abc_imodem_instrument_blank","7","1440","Science","Instrument Blank Data (Inductive Modem)","Science Instrument Blank Data (Inductive Modem)"
"563","pco2w_abc_imodem_instrument_blank_recovered","7","1440","Science","Instrument Blank Data (Inductive Modem)","Science Instrument Blank Data (Inductive Modem)"
"564","pco2w_abc_imodem_control","7","1440","Engineering","Control Data (Inductive Modem)","Engineering Control Data (Inductive Modem)"
"565","pco2w_abc_imodem_control_recovered","7","1440","Engineering","Control Data (Inductive Modem)","Engineering Control Data (Inductive Modem)"
"566","pco2w_abc_imodem_power","7","1440","Engineering","Power Data (Inductive Modem)","Engineering Power Data (Inductive Modem)"
"567","pco2w_abc_imodem_power_recovered","7","1440","Engineering","Power Data (Inductive Modem)","Engineering Power Data (Inductive Modem)"
"568","pco2w_abc_imodem_metadata","7","1440","Engineering","Metadata (Inductive Modem)","Engineering Metadata (Inductive Modem)"
"569","pco2w_abc_imodem_metadata_recovered","7","1440","Engineering","Metadata (Inductive Modem)","Engineering Metadata (Inductive Modem)"
"570","phsen_abcdef_imodem_instrument","7","20160","Science","Data Products (Inductive Modem)","Science Data Products (Inductive Modem)"
"571","phsen_abcdef_imodem_instrument_recovered","7","20160","Science","Data Products (Inductive Modem)","Science Data Products (Inductive Modem)"
"572","phsen_abcdef_imodem_control","7","20160","Engineering","Control Data (Inductive Modem)","Engineering Control Data (Inductive Modem)"
"573","phsen_abcdef_imodem_control_recovered","7","20160","Engineering","Control Data (Inductive Modem)","Engineering Control Data (Inductive Modem)"
"574","phsen_abcdef_imodem_metadata","7","20160","Engineering","Metadata (Inductive Modem)","Engineering Metadata (Inductive Modem)"
"575","phsen_abcdef_imodem_metadata_recovered","7","20160","Engineering","Metadata (Inductive Modem)","Engineering Metadata (Inductive Modem)"
"576","sio_eng_control_status_recovered","7","20160","Engineering","Control Status Data","Engineering Control Status Data"
"577","cspp_eng_cspp_dbg_pdbg_batt_eng","7","1440","Engineering","Profiler Debug Battery Data","Engineering Profiler Debug Battery Data"
"578","cspp_eng_cspp_dbg_pdbg_batt_eng_recovered","7","1440","Engineering","Profiler Debug Battery Data","Engineering Profiler Debug Battery Data"
"579","cspp_eng_cspp_dbg_pdbg_gps_eng","7","1440","Engineering","Profiler Debug GPS Data","Engineering Profiler Debug GPS Data"
"580","cspp_eng_cspp_dbg_pdbg_gps_eng_recovered","7","1440","Engineering","Profiler Debug GPS Data","Engineering Profiler Debug GPS Data"
"581","cspp_eng_cspp_dbg_pdbg_metadata","7","1440","Engineering","Profiler Debug Metadata","Engineering Profiler Debug Metadata"
"582","cspp_eng_cspp_dbg_pdbg_metadata_recovered","7","1440","Engineering","Profiler Debug Metadata","Engineering Profiler Debug Metadata"
"583","cspp_eng_cspp_wc_hmr_eng","7","1440","Engineering","Winch Controller Compass Data","Engineering Winch Controller Compass Data"
"584","cspp_eng_cspp_wc_hmr_eng_recovered","7","1440","Engineering","Winch Controller Compass Data","Engineering Winch Controller Compass Data"
"585","cspp_eng_cspp_wc_hmr_metadata","7","1440","Engineering","Winch Controller Metadata","Engineering Winch Controller Metadata"
"586","cspp_eng_cspp_wc_hmr_metadata_recovered","7","1440","Engineering","Winch Controller Metadata","Engineering Winch Controller Metadata"
"587","cspp_eng_cspp_wc_sbe_eng","7","1440","Engineering","Winch Controller Pressure and Velocity Data","Engineering Winch Controller Pressure and Velocity Data"
"588","cspp_eng_cspp_wc_sbe_eng_recovered","7","1440","Engineering","Winch Controller Pressure and Velocity Data","Engineering Winch Controller Pressure and Velocity Data"
"589","cspp_eng_cspp_wc_sbe_metadata","7","1440","Engineering","Winch Controller Pressure and Velocity Metadata","Engineering Winch Controller Pressure and Velocity Metadata"
"590","cspp_eng_cspp_wc_sbe_metadata_recovered","7","1440","Engineering","Winch Controller Pressure and Velocity Metadata","Engineering Winch Controller Pressure and Velocity Metadata"
"591","cspp_eng_cspp_wc_wm_eng","7","1440","Engineering","Winch Motor Data","Engineering Winch Motor Data"
"592","cspp_eng_cspp_wc_wm_eng_recovered","7","1440","Engineering","Winch Motor Data","Engineering Winch Motor Data"
"593","cspp_eng_cspp_wc_wm_metadata","7","1440","Engineering","Winch Motor Metadata","Engineering Winch Motor Metadata"
"594","cspp_eng_cspp_wc_wm_metadata_recovered","7","1440","Engineering","Winch Motor Metadata","Engineering Winch Motor Metadata"
"595","adcps_jln_stc_instrument_recovered","7","20160","Science","Data Products (STC)","Science Data Products (STC)"
"596","adcps_jln_stc_metadata_recovered","7","20160","Engineering","Metadata (STC)","Engineering Metadata (STC)"
"597","parad_j_cspp_instrument","7","20160","Science","Data Products","Science Data Products"
"598","parad_j_cspp_instrument_recovered","7","20160","Science","Data Products","Science Data Products"
"599","parad_j_cspp_metadata","7","20160","Engineering","Metadata","Engineering Metadata"
"600","parad_j_cspp_metadata_recovered","7","20160","Engineering","Metadata","Engineering Metadata"
"601","spkir_abj_cspp_instrument","7","20160","Science","Data Products","Science Data Products"
"602","spkir_abj_cspp_instrument_recovered","7","20160","Science","Data Products","Science Data Products"
"603","spkir_abj_cspp_metadata","7","20160","Engineering","Metadata","Engineering Metadata"
"604","spkir_abj_cspp_metadata_recovered","7","20160","Engineering","Metadata","Engineering Metadata"
"605","nutnr_j_cspp_instrument","7","1440","Science","Data Products","Science Data Products"
"606","nutnr_j_cspp_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"607","nutnr_j_cspp_metadata","7","1440","Engineering","Metadata","Engineering Metadata"
"608","nutnr_j_cspp_metadata_recovered","7","1440","Engineering","Metadata","Engineering Metadata"
"609","velpt_j_cspp_instrument","7","20160","Science","Data Products","Science Data Products"
"610","velpt_j_cspp_instrument_recovered","7","20160","Science","Data Products","Science Data Products"
"611","velpt_j_cspp_metadata","7","20160","Engineering","Metadata","Engineering Metadata"
"612","velpt_j_cspp_metadata_recovered","7","20160","Engineering","Metadata","Engineering Metadata"
"613","optaa_dj_cspp_instrument","7","20160","Science","Data Products","Science Data Products"
"614","optaa_dj_cspp_instrument_recovered","7","20160","Science","Data Products","Science Data Products"
"615","optaa_dj_cspp_metadata","7","20160","Engineering","Metadata","Engineering Metadata"
"616","optaa_dj_cspp_metadata_recovered","7","20160","Engineering","Metadata","Engineering Metadata"
"617","vel3d_cd_dcl_user_configuration","7","1440","Engineering","User Configuration (DCL)","Engineering User Configuration (DCL)"
"618","vel3d_cd_dcl_user_configuration_recovered","7","1440","Engineering","User Configuration (DCL)","Engineering User Configuration (DCL)"
"619","vel3d_cd_dcl_hardware_configuration","7","20160","Engineering","Hardware Configuration (DCL)","Engineering Hardware Configuration (DCL)"
"620","vel3d_cd_dcl_hardware_configuration_recovered","7","20160","Engineering","Hardware Configuration (DCL)","Engineering Hardware Configuration (DCL)"
"621","vel3d_cd_dcl_head_configuration","7","20160","Engineering","Header Configuration (DCL)","Engineering Header Configuration (DCL)"
"622","vel3d_cd_dcl_head_configuration_recovered","7","20160","Engineering","Header Configuration (DCL)","Engineering Header Configuration (DCL)"
"623","vel3d_cd_dcl_data_header","7","20160","Engineering","Data Header (DCL)","Engineering Data Header (DCL)"
"624","vel3d_cd_dcl_data_header_recovered","7","20160","Engineering","Data Header (DCL)","Engineering Data Header (DCL)"
"625","vel3d_cd_dcl_velocity_data","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"626","vel3d_cd_dcl_velocity_data_recovered","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"627","vel3d_cd_dcl_system_data","7","1440","Engineering","System Data (DCL)","Engineering System Data (DCL)"
"628","vel3d_cd_dcl_system_data_recovered","7","1440","Engineering","System Data (DCL)","Engineering System Data (DCL)"
"629","fdchp_a_dcl_instrument","7","20160","Science","Data Products (DCL)","Science Data Products (DCL)"
"630","fdchp_a_dcl_instrument_recovered","7","20160","Science","Data Products (DCL)","Science Data Products (DCL)"
"631","zplsc_metadata","7","20160",NULL,NULL,"Engineering Metadata"
"632","fuelcell_eng_dcl_recovered","7","1440","Engineering","Data (DCL)","Engineering Data (DCL)"
"633","fuelcell_eng_dcl_telemetered","7","1440","Engineering","Data (DCL)","Engineering Data (DCL)"
"634","osmoi_a_subcon_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"635","rasfl_a_subcon_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"636","ppsdn_a_subcon_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"637","flobn_c_upper_coil_recovered","7","1440","Science","Upper Coil Data Products","Science Upper Coil Data Products"
"638","flobn_c_lower_coil_recovered","7","1440","Science","Lower Coil Data Products","Science Lower Coil Data Products"
"639","flobn_m_position_x1_recovered","7","1440","Science","Position X1 Data","Science Position X1 Data"
"640","flobn_m_position_x2_recovered","7","1440","Science","Position X2 Data","Science Position X2 Data"
"641","flobn_m_position_y1_recovered","7","1440","Science","Position Y1 Data","Science Position Y1 Data"
"642","flobn_m_position_y2_recovered","7","1440","Science","Position Y2 Data","Science Position Y2 Data"
"643","flobn_m_position_z1_recovered","7","1440","Science","Position Z1 Data","Science Position Z1 Data"
"644","flobn_m_position_z2_recovered","7","1440","Science","Position Z2 Data","Science Position Z2 Data"
"645","flobn_m_position_z3_recovered","7","1440","Science","Position Z3 Data","Science Position Z3 Data"
"646","flobn_m_position_z4_recovered","7","1440","Science","Position Z4 Data","Science Position Z4 Data"
"647","flobn_m_position_z5_recovered","7","1440","Science","Position Z5 Data","Science Position Z5 Data"
"648","flobn_m_direction_x_flow_rate_recovered","7","1440","Science","X Flow Rate Data Products","Science X Flow Rate Data Products"
"649","flobn_m_direction_y_flow_rate_recovered","7","1440","Science","Y Flow Rate Data Products","Science Y Flow Rate Data Products"
"650","flobn_m_direction_z_flow_rate_recovered","7","1440","Science","Z Flow Rate Data Products","Science Z Flow Rate Data Products"
"651","flobn_m_ambient_temperature_recovered","7","1440","Science","Ambient Temperature Data Products","Science Ambient Temperature Data Products"
"652","hyd_o_dcl_instrument","7","1440","Engineering","Data (DCL)","Engineering Data (DCL)"
"653","hyd_o_dcl_instrument_recovered","7","1440","Engineering","Data (DCL)","Engineering Data (DCL)"
"654","adcpa_n_auv_instrument","7","1440","Science","AUV ADCP Data Products","Science AUV ADCP Data Products"
"655","flort_kn_auv_metadata","7","1440","Engineering","Metadata","Engineering Metadata"
"656","flort_kn_auv_metadata_recovered","7","1440","Engineering","Metadata","Engineering Metadata"
"657","flort_kn_auv_instrument","7","1440","Science","Data Products","Science Data Products"
"658","flort_kn_auv_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"659","dosta_ln_auv_instrument","7","1440","Science","Data Products","Science Data Products"
"660","dosta_ln_auv_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"661","ctdav_n_auv_instrument","7","1440","Science","Data Products","Science Data Products"
"662","ctdav_n_auv_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"663","parad_n_auv_instrument","7","1440","Science","Data Products","Science Data Products"
"664","parad_n_auv_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"665","fdchp_a_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"666","auv_eng_auv_imagenex_852","7","1440","Science","Echosounder Data Products","Science Echosounder Data Products"
"667","auv_eng_auv_imagenex_852_recovered","7","1440","Science","Echosounder Data Products","Science Echosounder Data Products"
"668","auv_eng_auv_digital_usbl","7","1440",NULL,NULL,NULL
"669","auv_eng_auv_digital_usbl_recovered","7","1440",NULL,NULL,NULL
"670","auv_eng_auv_tri_fin_motor","7","1440",NULL,NULL,NULL
"671","auv_eng_auv_tri_fin_motor_recovered","7","1440",NULL,NULL,NULL
"672","auv_eng_auv_emergency_board","7","1440",NULL,NULL,NULL
"673","auv_eng_auv_emergency_board_recovered","7","1440",NULL,NULL,NULL
"674","auv_eng_auv_oil_compensator","7","1440",NULL,NULL,NULL
"675","auv_eng_auv_oil_compensator_recovered","7","1440",NULL,NULL,NULL
"676","auv_eng_auv_smart_battery","7","1440",NULL,NULL,NULL
"677","auv_eng_auv_smart_battery_recovered","7","1440",NULL,NULL,NULL
"678","auv_eng_auv_digital_tx_board","7","1440",NULL,NULL,NULL
"679","auv_eng_auv_digital_tx_board_recovered","7","1440",NULL,NULL,NULL
"680","auv_eng_auv_fault_message","7","1440",NULL,NULL,NULL
"681","auv_eng_auv_fault_message_recovered","7","1440",NULL,NULL,NULL
"682","auv_eng_auv_state","7","1440",NULL,NULL,NULL
"683","auv_eng_auv_state_recovered","7","1440",NULL,NULL,NULL
"688","wavss_a_dcl_statistics","7","20160","Science","Statistics Data Products (DCL)","Science Statistics Data Products (DCL)"
"689","wavss_a_dcl_statistics_recovered","7","20160","Science","Statistics Data Products (DCL)","Science Statistics Data Products (DCL)"
"691","winch_cspp_eng","7","1440",NULL,NULL,"Engineering Winch Data"
"692","nutnr_n_auv_instrument","7","1440","Science","Data Products","Science Data Products"
"693","nutnr_n_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"694","nutnr_m_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"695","nutnr_m_glider_instrument","7","1440","Science","Data Products","Science Data Products"
"696","zplsc_c_instrument","7","20160",NULL,NULL,"Science Data Products"
"697","camhd_streaming_status","7","1440","Engineering","Streaming Status","Engineering Streaming Status"
"698","camhd_adread_status","7","1440","Engineering","Data","Engineering Data"
"699","metbk_hourly","3074","1440","Science","Flux Data Products Calculated From Hourly Averages","Science Hourly Averaged Data Products"
"700","ctdbp_cdef_dcl_instrument","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"701","ctdbp_cdef_dcl_instrument_recovered","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"702","dosta_abcdjm_ctdbp_dcl_instrument","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"703","dosta_abcdjm_ctdbp_dcl_instrument_recovered","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"704","ctdbp_cdef_instrument_recovered","7","1440","Science","Instrument Data Products","Science Instrument Data Products"
"705","dosta_abcdjm_ctdbp_instrument_recovered","7","1440","Science","Data Products","Science Data Products"
"706","flord_d_data_record","7","1440","Science","Data Products","Science Data Products"
"707","flord_d_status","7","1440","Engineering","Status Data","Engineering Status Data"
"708","nutnr_a_dark_sample","7","20160","Science","Dark Sample Data","Science Dark Sample Data"
"709","deep_profiler_dock_eng_data","7","1440",NULL,NULL,NULL
"710","deep_profiler_vehicle_eng_data","7","1440",NULL,NULL,NULL
"711","secondary_node_lpjbox_eng_data","7","1440",NULL,NULL,NULL
"712","secondary_node_port_eng_data","7","1440",NULL,NULL,NULL
"713","secondary_node_eng_data","7","1440",NULL,NULL,NULL
"714","shallow_profiler_winch_eng_data","7","1440",NULL,NULL,NULL
"715","shore_station_power_feed_equipment_eng_data","7","1440",NULL,NULL,NULL
"716","primary_node_eng_data","7","1440",NULL,NULL,NULL
"717","primary_node_port_eng_data","7","1440",NULL,NULL,NULL
"718","primary_node_out_of_band_port_data","7","1440",NULL,NULL,NULL
"719","shore_station_otn_sea_side_port_data","7","1440",NULL,NULL,NULL
"720","shore_station_force_10_network_port_data","7","1440",NULL,NULL,NULL
"721","shore_station_time_server_eng_data","7","1440",NULL,NULL,NULL
"722","shore_station_ups_status","7","1440",NULL,NULL,NULL
"723","shore_station_ups_line_eng_data","7","1440",NULL,NULL,NULL
"724","ctdbp_p_dcl_instrument","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"725","ctdbp_p_dcl_instrument_recovered","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"726","dosta_abcdjm_ctdbp_p_dcl_instrument","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"727","dosta_abcdjm_ctdbp_p_dcl_instrument_recovered","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"728","flord_g_ctdbp_p_dcl_instrument","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"729","flord_g_ctdbp_p_dcl_instrument_recovered","7","1440","Science","Data Products (DCL)","Science Data Products (DCL)"
"730","nutnr_b_dark_instrument_recovered","7","1440","Engineering","Dark Sample Data","Engineering Dark Sample Data"
"731","nutnr_b_dcl_dark_conc_instrument","7","1440","Science","Concentration ASCII Dark Sample Data (DCL)","Science Concentration ASCII Dark Sample Data (DCL)"
"732","nutnr_b_dcl_dark_conc_instrument_recovered","7","1440","Science","Concentration ASCII Dark Sample Data (DCL)","Science Concentration ASCII Dark Sample Data (DCL)"
"733","nutnr_b_dcl_dark_full_instrument","7","1440","Science","Full ASCII Dark Sample Data (DCL)","Science Full ASCII Dark Sample Data (DCL)"
"734","nutnr_b_dcl_dark_full_instrument_recovered","7","1440","Science","Full ASCII Dark Sample Data (DCL)","Science Full ASCII Dark Sample Data (DCL)"
"735","shore_station_otn_shore_side_port_data","7","1440",NULL,NULL,NULL
"736","antelope_metadata","7","1440","Engineering","Antelope Metadata","Engineering Antelope Metadata"
"737","nutnr_j_cspp_dark_instrument","7","1440","Science","Dark Sample Data","Science Dark Sample Data"
"738","nutnr_j_cspp_dark_instrument_recovered","7","1440","Science","Dark Sample Data","Science Dark Sample Data"
"739","nutnr_n_dark_instrument_recovered","7","1440","Science","Dark Sample Data","Science Dark Sample Data"
"740","nutnr_m_dark_instrument_recovered","7","1440","Science","Dark Sample Data","Science Dark Sample Data"
"741","botpt_nano_sample_15s","3655","1440",NULL,NULL,NULL
"742","botpt_nano_sample_24hr","3660","1440",NULL,NULL,NULL
"743","adcp_velocity_beam","7","720","Science","Beam Coordinate Data","Science Beam Coordinate Data"
"744","adcp_velocity_earth","7","720","Science","Earth Coordinates Data","Science Earth Coordinates Data"
"745","adcp_velocity_inst","7","720","Science","Instrument Data Products","Science Instrument Data Products"
"746","adcp_velocity_glider","7","720","Science","Glider Velocity Data","Science Glider Velocity Data"
"747","adcp_engineering","7","1440","Engineering","Data","Engineering Data"
"748","adcp_config","7","20160","Engineering","Configuration Data","Engineering Configuration Data"
"749","adcp_bottom_track_earth","7","1440","Science","Bottom Track Data in Earth Coordinates","Science Bottom Track Data in Earth Coordinates"
"750","adcp_bottom_track_inst","7","1440","Science","Bottom Track Data Products","Science Bottom Track Data Products"
"751","adcp_bottom_track_config","7","20160","Engineering","Bottom Track Configuration Data","Engineering Bottom Track Configuration Data"
"752","vadcp_velocity_beam","7","720","Science","Velocity Data Products","Science Velocity Data Products"
"753","vadcp_velocity_beam_5","7","720","Science","Beam 5 Data Products","Science Beam 5 Data Products"
"754","adcp_engineering_5","7","20160","Engineering","Data - 5 Beam","Engineering Data - 5 Beam"
"755","adcp_config_5","7","20160","Engineering","Configuration Data - 5 Beam","Engineering Configuration Data - 5 Beam"
"756","adcp_compass_calibration_5","7","20160","Calibration","Compass Data - 5 Beam","Calibration Compass Data - 5 Beam"
"757","adcp_system_configuration_5","7","20160","Engineering","System Configuration Data - 5 Beam","Engineering System Configuration Data - 5 Beam"
"758","adcp_ancillary_system_data_5","7","20160","Engineering","Ancillary System Data - 5 Beam","Engineering Ancillary System Data - 5 Beam"
"759","adcp_transmit_path_5","7","20160","Engineering","Transmit Path Data - 5 Beam","Engineering Transmit Path Data - 5 Beam"
"760","camhd_metadata","7","1440","Engineering","Metadata","Engineering Metadata"
"761","glider_gps_position","7","1440","Engineering","GPS Position Data","Engineering GPS Position Data"
"762","cspp_eng_dcl_modem","7","1440","Engineering","Winch Motor Metadata",NULL
"763","cspp_eng_dcl_eng_data","7","1440","Engineering","Winch Motor Metadata",NULL
"764","cspp_eng_dcl_summary","7","1440","Engineering","Winch Motor Metadata",NULL
"765","cspp_eng_dcl_profile","7","1440","Engineering","Winch Motor Metadata",NULL
"766","presf_abc_tide_measurement_recovered","7","1440","Science","Wave Burst Data Products (DCL)","Science Tide Measurement Data Products"
"767","presf_abc_wave_burst_recovered","7","1440","Science","Wave Burst Data Products (DCL)","Science Wave Burst Data Products"
"768","dosta_abcdjm_ctdbp_p_instrument_recovered","7","1440","Science","Data Products",NULL
"769","flord_g_ctdbp_p_instrument_recovered","7","1440","Science","Data Products",NULL
"770","flort_o_glider_data","7","1440","Science","Data Products",NULL
"771","botpt_nano_sample_15sec","7","80640",NULL,NULL,NULL
"772","botpt_nano_sample_24hour","7","525600",NULL,NULL,NULL
"773","zplsc_c_recovered","7","1440",NULL,NULL,NULL
"9901","camds_video",NULL,NULL,NULL,NULL,"Science Video Data Products"
"9902","iris",NULL,NULL,NULL,NULL,NULL
"9903","ppsdn_status",NULL,NULL,NULL,NULL,NULL
"9904","rasfl_status",NULL,NULL,NULL,NULL,NULL
